0.0,0.0,4.528538328470066e-32
3.41083869016319e-16,2.1621972915094364e-12,9.035783619606569e-32
3.469446951953614e-18,9.014756951842814e-13,6.018531076210112e-36
1.153297605929378e-16,8.029482710388162e-14,1.4555732522194287e-32
6.938893903907228e-17,5.4427494851184506e-14,6.371145323342276e-32
2.1240270466091291e-16,1.3437111698758117e-13,4.8017913423697556e-32
2.1898779786837934e-16,1.8164810291003098e-14,2.3977827807621086e-32
2.6703474716024767e-16,4.398448758068992e-15,1.8386568756436198e-31
3.4085881704996003e-16,3.265155345448085e-14,6.856159611754803e-32
3.873719479487494e-16,4.530964890085795e-14,1.0354836294852547e-31
4.873060251453353e-16,2.7426118381058895e-14,1.3637766122498348e-31
5.738999075449135e-16,3.356130016366218e-15,1.8665746684648692e-31
6.537330219019579e-16,2.1346997075501366e-14,2.413728961673424e-31
7.40222992377099e-16,1.774710257358335e-14,2.893532256005396e-31
8.262821341922353e-16,1.6894096359573194e-14,3.6028438521671716e-31
9.541988358152708e-16,3.841280415658955e-14,5.03234668750124e-31
1.0419957021074783e-15,3.3150197982325185e-15,6.010151679957778e-31
1.172058313544315e-15,1.1951184733558686e-14,8.198931341722967e-31
1.2427450500670992e-15,5.23080314425238e-15,9.025645162762324e-31
1.3586240859595184e-15,1.424434420649339e-14,9.702228313401197e-31
5.647850449853784e-17,1.0847850494269159e-14,9.313744175546024e-33
1.1143151226922295e-16,7.839513076036815e-15,8.30933054018857e-32
1.1107649934270853e-16,2.0748105001889568e-14,5.195477063832221e-32
5.56803001126317e-17,1.263131820392712e-14,2.1245017316767473e-32
1.158796580397495e-16,1.7794008393758567e-14,3.921455860575242e-32
1.2558487442844619e-16,4.996003610813204e-16,1.8330855780893138e-32
5.561946577567963e-17,3.65710649363711e-15,5.293786825101974e-32
3.469446951953614e-18,1.8911000274265396e-15,1.0244260817980084e-32
2.0021594899781949e-16,1.471642393254142e-14,2.0043213116548726e-32
1.2417518519112547e-16,6.07538104082262e-15,3.74017940794491e-32
1.1464934308770758e-16,1.3080505198934866e-15,6.572235935221442e-33
2.7755575615628914e-17,8.248882827399916e-15,1.5778436367081842e-32
1.1188630228279524e-16,1.915788269882336e-15,2.4235738065652257e-32
1.365464309003089e-15,2.2734171633815e-15,9.861685190463842e-31
1.2834515500923294e-15,5.828670879282072e-16,9.467236775962464e-31
1.208583227614834e-15,2.4629066066016466e-15,7.698539343745064e-31
1.1131897746868487e-15,2.4444217419384486e-15,6.57765306083771e-31
1.0026641665932502e-15,9.542308769616253e-15,5.41686123547149e-31
9.306399389618629e-16,3.1985215122904828e-15,5.578654076426676e-31
8.056590715104672e-16,2.0032143250599133e-15,3.746307959203736e-31
7.164218939837045e-16,8.733881868524105e-15,2.9335592285071465e-31
6.50667003946661e-16,6.487342579033754e-15,2.486050037948844e-31
5.871878815966188e-16,4.570914395248558e-15,1.7239480414696245e-31
4.996485455209446e-16,5.6622224604142745e-15,1.2482433452059772e-31
4.211628519682908e-16,7.269855002329222e-15,1.2092145206333722e-31
3.947248820392849e-16,4.535723058779543e-15,8.605565959392197e-32
3.203936111033422e-16,4.7007203736170136e-15,8.971560436066428e-32
2.6945789820192466e-16,2.032847235202806e-15,5.28870107711693e-32
2.651347637902923e-16,9.628304767044441e-15,6.930117054964497e-32
2.0816681711721685e-16,2.3278722225505345e-15,3.1075950556734916e-32
2.1228933251263786e-16,4.451142242744375e-15,8.609884346086149e-32
1.6711069443220838e-16,4.1114629833101765e-15,2.0656415316749686e-32
1.4752290795525882e-16,2.0361249830343357e-15,1.057639239204968e-31
1.1102230246251565e-16,5.018188929823766e-15,3.697275433318408e-32
1.5011122659325205e-16,4.635784865748962e-15,2.3620627528078e-32
1.2566871346510768e-16,3.952595609659805e-15,1.8463027799852846e-32
1.3877787807814457e-16,1.2048937718092149e-15,3.0415031864695635e-32
1.4220500840710912e-16,3.854043388008429e-15,6.581090428558284e-32
1.4946834900704541e-16,2.05620864868167e-15,5.261049799128304e-32
1.3092278833360675e-16,2.3660000263323224e-15,8.5703882525232e-33
1.2412670766236366e-16,5.775977965820844e-16,3.073641111185119e-32
5.928593550334434e-17,1.04440657348693e-14,8.8926973007252e-33
6.245004513516506e-17,5.786904394060757e-15,1.4890225414212556e-32
1.5838319836915702e-16,7.986133336374365e-15,3.1111475782870876e-32
1.0385185452638061e-16,1.0581000980442988e-14,1.6662203763479726e-32
1.0221629003393125e-16,1.7177091356807895e-15,5.224084974150377e-33
8.777083671441753e-17,8.494702630717759e-15,5.663406045840449e-32
8.217537263382348e-17,1.894711961311747e-15,3.6497547528333366e-32
5.898059818321144e-17,3.568507922407964e-15,1.7393554810247224e-33
2.797157557069881e-17,3.873568769330432e-15,3.766638202934527e-32
6.206335383118183e-17,7.215702355872385e-15,2.4978412596849865e-32
1.1102230246251565e-16,8.10543599289484e-15,2.534104362013522e-32
1.0949389893418967e-16,1.1723108774704863e-14,3.0289091836657507e-32
4.85722573273506e-17,5.032568841125763e-15,1.0380736919152717e-32
7.376145397762941e-17,5.9269690555648405e-15,2.67242897651126e-32
1.457167719820518e-16,1.9948459532333193e-14,5.143082657062677e-32
7.110250420355456e-17,1.585035360442871e-14,2.3407649964951625e-32
8.582937747229195e-17,1.3204450740310537e-14,1.1538780354953717e-32
4.443059973708341e-17,9.96703454631451e-15,2.4798372986287485e-32
1.3877787807814457e-17,2.3551386880256624e-16,5.773128820831935e-32
1.0031442548020353e-16,3.260541871072589e-16,3.7630167449820683e-32
1.1443916996305594e-16,3.330437769380321e-15,1.5572160346174147e-32
1.249000902703301e-16,1.7826341206874e-15,1.7134757478374195e-32
5.003707553108401e-17,7.469138338059898e-15,5.23222398922512e-32
4.163336342344337e-17,1.0920328848366135e-15,2.2104775038731273e-32
4.163336342344337e-17,4.202106150743926e-15,1.0214289049081996e-31
1.3597399555105182e-16,3.167986189363607e-14,1.550224919149018e-32
5.003707553108401e-17,1.3733710115828036e-14,1.4583816269815252e-32
7.97218214573518e-17,3.1686366131318275e-15,5.839485982685551e-32
1.2130170969577669e-15,2.44045860539785e-14,9.064971931080857e-31
1.1210126175528406e-15,2.202030184203449e-14,7.352663246292775e-31
8.368202481890594e-16,3.249424079080394e-14,3.811601812148771e-31
7.473417450352271e-16,4.272704705294209e-14,3.224832332241023e-31
5.763878168445254e-16,1.3557319087294595e-13,1.8458742994813498e-31
4.165648664845488e-16,1.7226645078682502e-14,1.6584384749726575e-31
4.062661642740952e-16,3.8276508672792045e-14,1.2129423296025195e-31
2.897767167584095e-16,2.4021660987315258e-14,1.8007113437583015e-31
2.0770370905276122e-16,2.9264278549561823e-13,9.084851932211386e-32
1.2412670766236366e-16,3.8897216636318675e-13,2.704901025908602e-32
6.938893903907228e-17,9.687812096738903e-13,4.7513857527224365e-32
8.326672684688674e-17,6.991950751893857e-12,2.3343090066652344e-32
