8.832518022527935e-09,0.0
8.832518022527935e-09,0.0
8.832518317588015e-09,0.0
8.832518165242368e-09,2.710505431213761e-20
8.83251803374006e-09,0.0
8.832518027332192e-09,0.0
8.832518025003179e-09,0.0
8.832518022757706e-09,0.0
8.832518022569663e-09,0.0
8.832518022655133e-09,0.0
8.832518022672498e-09,0.0
8.832518022536593e-09,1.734723475976807e-18
8.832518022528253e-09,0.0
8.832518022528172e-09,0.0
8.832518022528303e-09,1.734723475976807e-18
8.832518022528266e-09,0.0
8.832518022528119e-09,0.0
8.832518022531396e-09,0.0
8.832518022528736e-09,0.0
8.832518022530874e-09,0.0
8.832518022529606e-09,0.0
8.832518022529749e-09,6.938893903907228e-18
8.832518022528007e-09,6.938893903907228e-18
8.832518022527935e-09,0.0
8.832518022528471e-09,0.0
8.832518022528117e-09,0.0
8.832518022528172e-09,0.0
8.832518022527957e-09,0.0
8.8325180225281e-09,0.0
8.832518022528063e-09,0.0
8.832518022528212e-09,0.0
8.832518022528046e-09,0.0
8.832518022527949e-09,0.0
8.83251802252795e-09,0.0
8.832518022527955e-09,0.0
8.83251802252802e-09,0.0
8.832518022527949e-09,0.0
8.832518022527947e-09,0.0
8.83251802252802e-09,2.7755575615628914e-17
8.832518022527937e-09,0.0
8.832518022527944e-09,2.7755575615628914e-17
8.832518022528005e-09,0.0
8.832518022528045e-09,0.0
8.832518022527935e-09,0.0
8.832518022527978e-09,0.0
8.83251802252796e-09,0.0
8.832518022527944e-09,0.0
8.832518022527937e-09,0.0
8.832518022527935e-09,0.0
8.832518022527954e-09,0.0
8.832518022527944e-09,0.0
8.832518022527937e-09,0.0
8.832518022527939e-09,0.0
8.832518022527939e-09,0.0
8.83251802252794e-09,0.0
8.832518022527944e-09,0.0
8.832518022527957e-09,0.0
8.832518022527942e-09,0.0
8.832518022527947e-09,0.0
8.832518022527977e-09,0.0
8.832518022527945e-09,0.0
8.832518022527949e-09,0.0
8.832518022527935e-09,0.0
8.832518022527942e-09,0.0
8.832518022527942e-09,0.0
8.832518022527942e-09,0.0
8.832518022527939e-09,0.0
8.832518022527937e-09,0.0
8.832518022527949e-09,0.0
8.832518022527935e-09,0.0
8.832518022527939e-09,0.0
8.832518022527935e-09,0.0
8.832518022527942e-09,0.0
8.832518022527937e-09,0.0
8.832518022527935e-09,0.0
8.832518022527942e-09,0.0
8.832518022527945e-09,0.0
8.832518022527949e-09,0.0
8.832518022527957e-09,0.0
8.832518022527947e-09,0.0
8.832518022527937e-09,0.0
8.832518022527935e-09,0.0
8.832518022527942e-09,0.0
8.832518022527935e-09,0.0
8.83251802252794e-09,0.0
8.832518022527942e-09,0.0
8.832518022527935e-09,0.0
8.832518022527957e-09,0.0
8.832518022527962e-09,0.0
8.832518022527937e-09,0.0
8.832518022527937e-09,0.0
8.832518022527935e-09,0.0
8.832518022527944e-09,0.0
8.832518022527935e-09,0.0
8.832518022527937e-09,0.0
8.832518022527939e-09,0.0
8.832518022527937e-09,0.0
8.832518022527935e-09,0.0
8.832518022527945e-09,0.0
8.83251802252794e-09,0.0
8.832518022527944e-09,0.0
